CustomerID;FirstName;LastName;Email;Phone;JoinDate;Tier;CurrentPoints;TransactionID;PurchaseDate;AmountSpent;PointsEarned;RewardID;RewardName;PointsRequired;RedemptionDate;PointsUsed
C0515;David;King;david.king515@example.com;555-2055;2024/10/05;Platinum;7290;T01512;2025/07/22;32.64;33;;;;;
C0516;Charlotte;Brown; charlotte.brown516@example.com ;555-2092;2025/02/27;Bronze;6480;T01513;2025/10/17;-69.73;70;R2;$10 Gift Voucher;1000;2025/11/25;1000
C0517;Thabo;Walker;thabo.walker517@example.com;555-2129;2022/06/12;Silver;1903;T01514;2025/01/31;927.67;928;;;;;
C0518;Michael;Pillay;MICHAEL.PILLAY518@EXAMPLE.COM;555-2166;2025/06/20;Gold;6349;T01515;2025/06/07;781.22;-100;;;;;
C0519;Sophia;Davis;sophia.davis519@example.com;555-2203;2025/09/15;Platinum;14755;T01516;2025/07/09;511.0;511;;;;;
C0520;Thomas;Mokoena;duplicate.customer@example.com;555-2240;2025/06/07;Bronze;8804;T01516;2025/06/01;893.95;894;R3;Coffee Mug;1500;2025/01/31;1500
C0521;Aisha;Smith;aisha.smith521@example.com;555-2277;2022/01/12;Silver;10020;T01518;2025/02/05;481.33;481;;;;;
C0522;Emma;Green;emma.green522@example.com;555-0000;2023/03/21;Gold;14455;T01519;2025/12/06;764.56;765;;;;;
C0523;William;Moore;william.moore523@example.com;555-2351;2025/01/04;Platinum;8545;T01520;2025/12/19;797.72;798;;;;;
C0524;Nomsa;Young;nomsa.young524@example.com;555-2388;2023/11/29;Bronze;14197;T01521;2025/02/26;71.57;72;R7;Wireless Earbuds;7500;2025/08/31;7500
C0525;Sarah;Anderson;sarah.anderson525@example.com;555-2425;2022/04/17;Silver;5548;T01522;2025/05/16;470.34;470;R2;$10 Gift Voucher;1000;2025/02/27;1000
C0526;James;Lewis;james.lewis526@example.com;555-2462;2024/05/21;Gold;11772;T01523;2025/05/05;864.37;864;;;;;
C0527;Amelia;Khumalo;amelia.khumalo527@example.com;555-2499;2022/03/31;Platinum;717;T01524;2025/12/12;;503;R7;Wireless Earbuds;7500;2025/05/02;7500
C0528;Sipho;Wilson;sipho.wilson528@example.com;555-2536;2024/04/25;bronze;4017;T01525;2025/04/24;823.26;823;;;;;
C0529;Daniel;Nkosi;daniel.nkosi529@example.com;555-2573;2024/09/11;Silver;-500;T01526;2025/07/21;218.57;219;R5;Free Shipping;750;2025/01/10;750
C0530;Emily;Williams;emily.williams530@example.com;555-2610;2023/07/27;Gold;10748;T01527;2025/01/24;406.39;406;;;;;
C0531;Samuel;Wright;samuel.wright531@example.com;555-2647;;Platinum;4440;T01528;2025/08/05;198.35;198;;;;;
C0532;Naledi;Martinez;naledi.martinez532@example.com;555-2684;2023/05/23;Platnium;3536;T01529;2025/03/28;883.79;884;R2;$10 Gift Voucher;1000;2025/02/17;1000
C0533;Olivia;Hall;olivia.hall533@example.com;555-2721;2022/09/27;Silver;14315;T01530;2025/06/16;72.09;72;;;;;
C0534;Joseph;Botha;joseph.botha534@example.com;555-2758;2025/07/13;Gold;11108;T01531;2025/11/21;990.87;991;R2;$10 Gift Voucher;1000;2025/07/25;1000
C0535;Lerato;Clark;lerato.clark535@example.com;555-2795;2025/07/08;Platinum;14272;T01532;2025/08/11;431.3;431;;;;;
C0536;Jessica;Naidoo;jessica.naidoo536@example.com;;2025/04/07;Bronze;2489;T01533;2025/03/24;35.59;36;R4;T-Shirt;2000;2025/06/29;2000
C0537; Robert ;Taylor;robert.taylor537@example.com;555-2869;2023/12/04;Silver;5861;T01534;2025/02/01;297.69;298;;;;;
C0538;Grace;Dlamini;grace.dlamini538@example.com;555-2906;2023/03/11;Gold;6508;T01535;2025/10/11;525.99;526;;;;;
C0539;Peter;Johnson;peter.johnson539@example.com;555-2943;2023/03/13;Platinum;2508;T01536;2025/11/20;307.15;307;;;;;
C0540;David;king;david.king540@example.com;555-2980;2022/12/17;Bronze;383;T01537;2025/11/15;645.72;646;;;;;
C0541;Charlotte;Brown;charlotte.brown541@example.com;555-3017;2025/06/21;Silver;4335;T01538;2025/04/22;991.41;991;;;;;
C0542;Thabo;Walker;thabo.walker542@example.com;555-3054;2023/05/15;Gold;10376;T01539;2025/03/09;351.9;352;;;;;
C0543;Michael;Pillay;michael.pillay543@example.com;555-3091;2023/06/03;Platinum;3351;T01540;2025/11/18;470.07;470;;;;;
C0544;Sophia;Davis;sophia.davis544example.com;555-3128;2025/02/16;Bronze;2689;T01541;2025/02/01;342.84;3430;;;;;
C0545;Thomas;Mokoena;thomas.mokoena545@example.com;555-3165;2022/07/25;Silver;5564;T01542;2025/10/02;330.13;330;;;;;
C0546;Aisha;Smith;aisha.smith546@example.com;555-3202;2024/04/18;Gold;13209;T01543;2025/10/12;426.02;426;;;;;
C0547;Emma;Green;emma.green547@example.com;555-3239;2024/10/05;Platinum;10453;T01544;2025/01/14;210.18;210;R7;Wireless Earbuds;7500;2025/10/21;7500
C0548;William;Moore;william.moore548@example.com;555-3276;2025/02/05;Bronze;75;T01545;2025/06/30;547.71;548;R1;$10 Gift Voucher;500;2025/06/30;1000
C0549;Nomsa;Young;nomsa.young549@example.com;555-3313;2023/08/26;Silver;1340;T01546;2025/07/21;98.67;99;;;;;
C0550;Sarah;Anderson;sarah.anderson550@example.com;555-3350;2024/02/16;Gold;10566;T01547;2025/03/08;862.99;863;R7;Wireless Earbuds;7500;2025/12/21;7500
C0551;James;Lewis;;555-3387;2023/01/03;Platinum;11378;T01548;2025/08/04;578.93;579;R5;Free Shipping;750;2025/04/13;750
C0552;Amelia;Khumalo;amelia.khumalo552@example.com;555-3424;2024/12/09;Bronze;1190;T01549;2025/06/15;277.3;277;;;;;
C0552;Amelia;Khumalo;amelia.khumalo552@example.com;555-3424;2024/12/09;Bronze;1190;T01549;2025/06/15;277.3;277;;;;;
C0554;DANIEL;Nkosi;daniel.nkosi554@example.com;555-3498;2023/11/20;Gold;8523;T01551;2025/07/24;811.08;811;R4;T-Shirt;2000;2025/11/29;2000
C0555;Emily;Williams;emily.williams555@example.com;555-3535;2023/10/27;Platinum;9883;T01552;2025/08/03;0;536;R3;Coffee Mug;1500;2025/12/17;1500
C0556;Samuel;Wright;samuel.wright556@example.com;555-3572;2025/11/03;Bronze;2693;T01553;2025/07/29;760.53;761;;;;;
C0557;Naledi;Martinez;duplicate.customer@example.com;555-3609;2022/04/13;Silver;2565;T01554;2025/07/29;213.68;214;;;;;
C0558;Olivia;Hall;olivia.hall558@example.com;555-3646;2022/07/12;Gold;120;T01555;2025/11/11;180.58;181;R2;$10 Gift Voucher;1000;2025/03/14;1000
C0559;Joseph;Botha;joseph.botha559@example.com;555-3683;2022/05/30;Platinum;3260;T01556;2025/07/24;856.29;856;R3;Coffee Mug;1500;2025/03/02;1500
C0560;Lerato;Clark;lerato.clark560@example.com;555-3720;2023/01/21;;14324;T01557;2025/05/15;228.57;229;R3;Coffee Mug;1500;2025/10/28;1500
C0561;Jessica;Naidoo;jessica.naidoo561@example.com;555-3757;2025/01/28;Silver;4334;T01557;2025/04/21;103.63;104;R5;Free Shipping;750;2025/10/17;750
C0562;Robert;Taylor;robert.taylor562@example.com;555-3794;2024/02/28;Gold;13899;T01559;2025/07/26;53.83;54;;;;;
C0563;Grace;Dlamini;grace.dlamini563@example.com;555-3831;2023/01/11;Platinum;9038;T01560;2025/10/30;254.25;254;R1;$5 Gift Voucher;500;2025/08/29;500
C0564;Peter;Johnson;peter.johnson564@example.com;555-3868;2022/02/22;Bronze;6903;T01561;2025/07/20;731.71;732;;;;;
C0565;David;King;david.king565@example.com;555-3905;2023/03/31;Silver;1274;T01562;2023/03/01;964.84;965;;;;;
C0566;Charlotte;Brown;charlotte.brown566@example.com;555-3942;2025/09/19;Gold;9058;T01563;2025/09/26;792.28;792;;;;;
C0567;Thabo;Walker;thabo.walker567@example.com;555-3979;2025/11/04;Platinum;7531;T01564;2025/06/25;224.05;224;;;;;
C0568;Michael;Pillay;michael.pillay568@example.com;555-4016;2023/05/16;Bronze;12719;T01565;2025/04/28;332.9;333;R5;Free Shipping;750;2025/04/12;750
C0569;Sophia;Davis;sophia.davis569@example.com;555-4053;2025/10/25;Silver;14909;T01566;2025/01/22;923.76;924;;;;;
C0570;Thomas;Mokoena;thomas.mokoena570@example.com;555-4090;2023/08/30;Gold;8144;T01567;2025/02/21;867.21;867;;;;;
C0571;Aisha;Smith;aisha.smith571@example.com;555-4127;2022/07/05;Platinum;4904;T01568;2025/01/24;443.89;444;R6;VIP Event Access;5000;2025/08/13;5000
C0572;Emma;Green;emma.green572@example.com;555-4164;2023/11/26;Bronze;6207;T01569;2025/12/22;106.99;107;;;;;
C0573;;Moore;william.moore573@example.com;555-4201;2022/10/13;Silver;14302;T01570;2025/02/05;463.8;464;R7;Wireless Earbuds;7500;2025/12/28;7500
C0574;Nomsa;Young;nomsa.young574@example.com;555-4238;2025/06/29;Gold;9239;T01571;2025/03/01;452.92;453;;;;;
C0575;Sarah;Anderson;sarah.anderson575@example.com;555-4275;2024/08/26;Platinum;;T01572;2025/12/30;563.35;563;;;;;
C0576;James;Lewis;james.lewis576@example.com;555-4312;2023/03/19;Bronze;5283;T01573;2025/08/15;791.88;792;;;;;
C0577;Amelia;Khumalo;amelia.khumalo577@example.com;555-4349;2024/01/04;Silver;7138;T01574;2025/11/11;712.87;713;R1;$5 Gift Voucher;500;2025/04/02;500
C0578;Sipho;Wilson;sipho.wilson578@example.com;555-4386;2023/03/13;Gold;2739;T01575;2025/05/30;540.46;540;;;;;
C0579;Daniel;Nkosi;daniel.nkosi579@example.com;555-4423;2023/02/27;Platinum;9408;T01576;2025/04/06;780.45;780;R1;$5 Gift Voucher;500;2025/05/08;500
C0580;Emily;Williams;emily.williams580@example.com;(555) 4460;2025/03/24;BRONZE;3993;T01577;2025/03/22;725.24;725;R3;Coffee Mug;1500;2025/07/16;1500
C0581;Samuel;Wright;samuel.wright581@example.com;555-4497;2022/10/01;Silver;1763;T01578;2025/01/28;142.27;142;;;;;
C0582;Naledi;Martinez;naledi.martinez582@example.com;555-4534;2025/05/29;Gold;9983;T01579;2025/04/09;961.05;961;;;;;
C0583;Olivia;Hall;olivia.hall583@example.com;555-4571;2023/06/21;Platinum;3994;T01580;2025/08/28;677.04;677;R99;Unknown Reward;999;2025/08/28;999
C0584;Joseph;Botha;joseph.botha584@example.com;555-0000;2022/05/29;Bronze;6287;T01581;2025/06/13;68.0;68;;;;;
C0585;Lerato;Clark;lerato.clark585@example.com;555-4645;2022/06/15;Silver;10622;;2025/08/09;538.16;538;R2;$10 Gift Voucher;1000;2025/07/07;1000
C0586;Jessica;Naidoo;jessica.naidoo586@example.com;555-4682;2023/05/03;Gold;10072;T01583;2025/10/19;374.84;375;;;;;
C0587;Robert;Taylor;robert.taylor587@example.com;555-4719;2024/05/28;Platinum;9526;T01584;2025/04/01;920.15;920;R3;Coffee Mug;1500;2025/05/12;1500
C0588;Grace;Dlamini;grace.dlamini588@example.com;555-4756;2024/09/17;Bronze;6593;T01585;2025/01/24;667.99;668;;;;;
C0589;Peter;Johnson;peter.johnson589@example.com;555-4793;2025/07/17;silver;14880;T01586;2025/04/11;177.31;177;R7;Wireless Earbuds;7500;2025/02/09;7500
C0590;David;King;david.king590@example.com;555-4830;2023/08/13;Gold;11613;T01587;2025/12/19;553.96;554;R5;Free Shipping;750;2025/12/09;750
C0591;Charlotte;Brown;charlotte.brown591@example.com;555-4867;2024/08/06;Platinum;5961;T01588;2025/09/15;758.95;759;;;;;
C0592;Thabo;Walker;thabo.walker592@example.com;555-4904;2025/10/22;Bronze;3269;T01589;2025/07/23;524.1;524;;;;;
C0593;Michael;pillay;michael.pillay593@example.com;555-4941;2025/04/07;Silver;565;T01590;2025/04/02;84.64;85;;;;;
C0594;Sophia;Davis;;555-4978;2023/08/02;Gold;13371;T01591;2025/07/24;751.59;752;;;;;
C0595;Thomas;Mokoena;thomas.mokoena595@example.com;555-5015;2023/01/13;Platinum;13081;T01592;2025/03/11;496.49;496;R6;VIP Event Access;5000;2025/03/14;5000
C0596; Aisha ;Smith;aisha.smith596@example.com;555-5052;2024/03/02;Bronze;6806;T01593;2025/10/29;433.21;433;R6;VIP Event Access;5000;2025/10/17;5000
C0597;Emma;Green;emma.green597@example.com;555-5089;2023/06/03;Silver;12796;T01594;2025/08/16;327.08;327;R2;$10 Gift Voucher;1000;2025/07/16;1000
C0598;William;Moore;william.moore598@example.com;555-5126;2023/11/07;Gold;12497;T01595;2025/06/29;169.74;170;R2;$10 Gift Voucher;1000;2025/06/16;1000
C0599;Nomsa;Young;nomsa.young599@example.com;555-5163;2024/02/11;Platinum;461;T01596;2025/06/08;315.22;315;;;;;
C0600;Sarah;Anderson;sarah.anderson600@example.com;555-5200;2025/11/08;Bronze;7278;T01597;2025/03/21;372.02;372;;;;;
C0601;JAMES;Lewis;james.lewis601@example.com;555-5237;2023/03/20;Silver;612;T01598;2025/04/14;174.82;175;R3;Coffee Mug;1500;2025/04/09;1500
C0602;Amelia;Khumalo;amelia.khumalo602@example.com;555-5274;2022/12/25;Gold;9171;T01598;2025/08/10;460.03;460;;;;;
C0602;Amelia;Khumalo;amelia.khumalo602@example.com;555-5274;2022/12/25;Gold;9171;T01598;2025/08/10;460.03;460;;;;;
C0604;Daniel;Nkosi;daniel.nkosi604@example.com;555-5348;2025/07/15;Bronze;5980;T01601;2025/04/30;744.29;744;;;;;
C0605;Emily;Williams; emily.williams605@example.com ;555-5385;2023/06/10;Silver;10196;T01602;2025/10/06;-995.73;996;;;;;
C0606;Samuel;Wright;samuel.wright606@example.com;555-5422;2024/02/04;Gold;7064;T01603;2025/08/11;125.96;126;;;;;
C0607;Naledi;Martinez;naledi.martinez607@example.com;555-5459;2025/02/09;Platinum;2690;T01604;2025/01/29;466.44;466;;;;;
C0608;Olivia;Hall;olivia.hall608@example.com;555-5496;2022/03/26; Bronze ;6845;T01605;2025/06/15;823.27;823;R1;$5 Gift Voucher;500;2025/04/02;500
C0609;Joseph;Botha;joseph.botha609@example.com;;2024/02/02;Silver;4926;T01606;2025/08/05;545.09;545;;;;;
C0610;Lerato;Clark;lerato.clark610@example.com;555-5570;2024/10/06;Gold;11058;T01607;2025/07/14;728.45;728;R6;VIP Event Access;5000;2025/07/08;5000
C0611;Jessica;Naidoo;jessica.naidoo611example.com;555-5607;2025/07/17;Platinum;8044;T01608;2025/05/01;821.76;8220;R1;$5 Gift Voucher;500;2025/09/20;500
C0612;Robert;Taylor;robert.taylor612@example.com;555-5644;2024/11/24;Bronze;12734;T01609;2025/01/19;829.02;829;;;;;
C0613;Grace;Dlamini;grace.dlamini613@example.com;555-5681;2023/07/31;Silver;2727;T01610;2025/01/01;616.06;616;;;;;
C0614;Peter;Johnson;peter.johnson614@example.com;555-5718;2024/04/19;Gold;13359;T01611;2025/09/28;740.93;741;;;;;
C0615;David;King;david.king615@example.com;555-0000;2022/10/13;Platinum;7641;T01612;2025/08/18;823.07;823;R2;$10 Gift Voucher;1000;2025/04/06;1000
C0616;Charlotte;Brown;charlotte.brown616@example.com;555-5792;2022/12/10;Bronze;13509;T01613;2025/06/07;160.15;160;;;;;
C0617;Thabo;Walker;thabo.walker617@example.com;555-5829;2022/03/24;Silver;7209;T01614;2025/07/21;510.15;510;R4;T-Shirt;2000;2025/12/10;2000
C0618;Michael;Pillay;michael.pillay618@example.com;555-5866;2024/10/19;Gold;7455;T01615;2025/01/30;634.08;634;;;;;
C0619;Sophia;Davis;SOPHIA.DAVIS619@EXAMPLE.COM;555-5903;2024/04/09;Platinum;10013;T01616;2025/06/02;819.16;-100;;;;;
C0620;Thomas;Mokoena;thomas.mokoena620@example.com;555-5940;2022/04/16;Bronze;9079;T01617;2025/07/06;484.16;484;;;;;
C0621;Aisha;Smith;aisha.smith621@example.com;555-5977;2023/06/11;Silver;3129;T01618;2025/12/03;313.71;314;;;;;
C0622;Emma;Green;emma.green622@example.com;555-6014;2025/04/19;Gold;8753;T01619;2025/08/08;640.41;640;;;;;
C0623;William;Moore;william.moore623@example.com;555-6051;2024/12/01;Platinum;7293;T01620;2025/02/02;134.35;134;R3;Coffee Mug;1500;2025/12/04;1500
C0624;Nomsa;Young;nomsa.young624@example.com;555-6088;2022/06/20;Bronze;5720;T01621;2025/06/28;790.05;790;R3;Coffee Mug;1500;2025/07/12;1500
C0625;Sarah;Anderson;sarah.anderson625@example.com;555-6125;2023/08/23;Silver;7271;T01622;2025/01/16;910.4;910;;;;;
C0626;James;Lewis;james.lewis626@example.com;555-6162;2022/03/17;Gold;11778;T01623;2025/10/12;414.31;414;;;;;
C0627;Amelia;Khumalo;amelia.khumalo627@example.com;555-6199;2023/06/14;Platinum;7141;T01624;2025/10/10;795.12;795;R2;$10 Gift Voucher;1000;2025/10/08;1000
C0628;Sipho;Wilson;sipho.wilson628@example.com;555-6236;2024/11/06;Bronze;888;T01625;2025/05/23;102.43;102;R7;Wireless Earbuds;7500;2025/01/13;7500
C0629;Daniel;Nkosi;daniel.nkosi629@example.com;555-6273;2024/02/08;Silver;1813;T01626;2025/10/06;294.1;294;R6;VIP Event Access;5000;2025/05/08;5000
C0630;Emily;Williams;emily.williams630@example.com;555-6310;2024/09/26;Gold;7340;T01627;2025/11/29;315.16;315;;;;;
C0631;Samuel;Wright;duplicate.customer@example.com;555-6347;2023/02/12;Platinum;5750;T01628;2025/11/29;539.75;540;R7;Wireless Earbuds;7500;2025/10/10;7500
;Naledi;Martinez;naledi.martinez632@example.com;555-6384;2022/09/02;Bronze;2891;T01629;2025/01/28;450.37;450;;;;;
 C0633 ;Olivia;Hall;olivia.hall633@example.com;555-6421;2023/02/04;Silver;6720;T01630;2025/09/21;964.52;965;;;;;
C0634;Joseph;Botha;joseph.botha634@example.com;555-6458;2025/10/17;Gold;5822;T01631;2025/02/02;709.3;709;R6;VIP Event Access;5000;2025/09/06;5000
C0635;Lerato;Clark;lerato.clark635@example.com;555-6495;2025/09/04;Platinum;9107;T01632;2025/09/12;575.34;575;R5;Free Shipping;750;2025/05/09;750
C0636;Jessica;Naidoo;jessica.naidoo636@example.com;555-6532;2025/01/27;Bronze;14670;T01633;2024/12/28;398.43;398;;;;;
C0637;Robert;Taylor;;555-6569;2024/06/27;Silver;14771;T01634;2025/10/13;752.21;752;R1;$5 Gift Voucher;500;2025/12/11;500
C0638;Grace;Dlamini;grace.dlamini638@example.com;555-6606;2022/09/06;Gold;-500;T01635;2025/02/26;361.43;361;;;;;
C0639;Peter;Johnson;peter.johnson639@example.com;555-6643;2024/03/18;Platinum;4321;T01636;2025/10/28;559.27;559;;;;;
C0640;David;King;david.king640@example.com;555-6680;2023/11/07;Bronze;8938;T01637;2025/11/16;705.63;706;R6;VIP Event Access;5000;2025/10/23;5000
C0641;Charlotte;Brown;charlotte.brown641@example.com;555-6717;2025/06/10;Silver;9990;T01638;2025/06/23;270.46;270;;;;;
C0642;Thabo;Walker;thabo.walker642@example.com;555-6754;2022/10/31;Gold;441;T01639;2025/01/20;183.98;184;R7;;7500;;
C0643;Michael;Pillay;michael.pillay643@example.com;555-6791;2024/11/22;Platinum;4402;T01639;2025/08/11;531.22;531;;;;;
C0644;Sophia;Davis;sophia.davis644@example.com;555-6828;2024/04/06;Bronze;11634;T01641;2025/11/05;389.99;390;;;;;
C0645;Thomas;Mokoena;thomas.mokoena645@example.com;555-6865;2024/04/29;Silver;12985;T01642;2025/08/04;549.43;549;;;;;
C0646;Aisha;smith;aisha.smith646@example.com;555-0000;2024/01/06;Gold;8454;T01643;2025/12/16;960.39;960;;;;;
C0647;Emma;Green;emma.green647@example.com;555-6939;2023/08/25;Platinum;1496;T01644;2025/03/29;486.33;486;;Coffee Mug;1500;2025/03/29;1500
C0648;WILLIAM;Moore;william.moore648@example.com;555-6976;2023/11/17;Bronze;14428;T01645;2025/04/11;197.67;198;;;;;
C0649;Nomsa;Young;nomsa.young649@example.com;555-7013;2025/06/29;Silver;3874;T01646;2025/03/01;556.36;556;;;;;
C0650;Sarah;Anderson;sarah.anderson650@example.com;555-7050;2025/02/11;gold;13634;T01647;2025/03/04;703.52;704;;;;;
C0651;James;Lewis;james.lewis651@example.com;555-7087;2025/04/17;Platinum;4287;T01648;2025/08/04;656.86;657;R1;$10 Gift Voucher;500;2025/08/04;1000
C0652;Amelia;Khumalo;amelia.khumalo652@example.com;555-7124;2024/10/31;Bronze;10592;T01649;2025/09/04;0;308;R6;VIP Event Access;5000;2025/07/30;5000
C0652;Amelia;Khumalo;amelia.khumalo652@example.com;555-7124;2024/10/31;Bronze;10592;T01649;2025/09/04;0;308;R6;VIP Event Access;5000;2025/07/30;5000
C0654;Daniel;Nkosi;daniel.nkosi654@example.com;555-7198;2024/11/26;Gold;9226;T01651;2025/12/04;;406;R2;$10 Gift Voucher;1000;2025/11/08;1000
C0655; Emily ;Williams;emily.williams655@example.com;555-7235;2024/02/03;Platinum;3584;T01652;2025/11/14;439.27;439;;;;;
C0656;Samuel;Wright;samuel.wright656@example.com;555-7272;2023/11/10;Bronze;9061;T01653;2025/05/13;295.1;295;;;;;
C0657;Naledi;Martinez;naledi.martinez657@example.com;555-7309;2022/03/04;Silver;9803;T01654;2025/12/05;557.14;557;;;;;
C0658;Olivia;Hall;olivia.hall658@example.com;555-7346;2025/02/26;Gold;5343;T01655;2025/11/04;446.17;446;;;;;
C0659;Joseph;Botha;joseph.botha659@example.com;555-7383;2025/12/21;Platinum;11436;T01656;2025/04/06;936.58;937;;;;;
C0660;Lerato;Clark;lerato.clark660@example.com;555-7420;2022/07/23;Bronze;7852;T01657;2025/12/13;34.12;34;;;;;
C0661;Jessica;Naidoo;jessica.naidoo661@example.com;555-7457;2024/09/07;Silver;6216;T01658;2025/12/01;293.79;294;;;;;
C0662;Robert;Taylor;robert.taylor662@example.com;555-7494;2024/12/26;Gold;3694;T01659;2025/06/16;704.77;705;R99;Unknown Reward;999;2025/06/16;999
C0663;Grace;Dlamini;grace.dlamini663@example.com;(555) 7531;2024/05/13;PLATINUM;7454;T01660;2025/08/14;663.23;663;;;;;
c0664;Peter;Johnson;peter.johnson664@example.com;555-7568;2022/03/24;Bronze;8498;T01661;2025/01/30;851.45;851;;;;;
C0665;David;King;david.king665@example.com;555-7605;2022/03/17;Silver;8605;T01662;2025/06/15;612.8;613;;;;;
C0666;Charlotte;Brown;charlotte.brown666@example.com;555-7642;2025/09/22;Gold;3053;T01663;2025/11/13;768.25;768;;;;;
C0667;Thabo;Walker;thabo.walker667@example.com;555-7679;2025/07/20;Platinum;13424;T01664;2025/03/31;751.68;752;R5;Free Shipping;750;2025/09/21;750
C0668;Michael;Pillay;duplicate.customer@example.com;555-7716;2025/06/07;Bronze;4238;T01665;2025/09/12;595.65;596;R1;$5 Gift Voucher;500;2025/09/30;500
C0669;Sophia;Davis;sophia.davis669@example.com;555-7753;2024/06/12;Silver;12881;T01666;2025/09/10;607.09;607;;;;;
C0670;Thomas;Mokoena;thomas.mokoena670@example.com;555-7790;2025/04/26;Gold;3458;T01667;2025/07/23;573.41;573;R2;$10 Gift Voucher;1000;2025/02/21;1000
C0671;Aisha;Smith;aisha.smith671@example.com;555-7827;2025/12/21;Platnium;274;T01668;2025/03/13;667.61;668;R4;T-Shirt;2000;2025/02/14;2000
C0672;Emma;Green;emma.green672@example.com;555-7864;2024/11/29;Bronze;3095;T01669;2025/06/28;112.18;112;;;;;
C0673;William;;william.moore673@example.com;555-7901;2025/02/10;Silver;268;T01670;2025/01/14;682.07;682;;;;;
C0674;Nomsa;Young;nomsa.young674@example.com;555-7938;2023/06/03;Gold;753;T01671;2025/12/04;213.46;213;;;;;
C0675;Sarah;Anderson;sarah.anderson675@example.com;555-7975;2023/06/25;Platinum;6599;T01672;2025/01/02;505.82;506;R3;Coffee Mug;1500;2025/06/20;1500
C0676;James;Lewis;james.lewis676@example.com;555-8012;2024/05/16;Bronze;11946;T01673;2025/08/07;349.9;350;R6;VIP Event Access;5000;2025/02/14;5000
C0677;Amelia;Khumalo;amelia.khumalo677@example.com;555-0000;2023/07/24;Silver;11752;T01674;2025/04/21;58.33;58;;;;;
C0678;Sipho;Wilson;sipho.wilson678example.com;555-8086;2024/12/29;Gold;2872;T01675;2025/10/05;444.29;4440;R4;T-Shirt;2000;2025/12/03;2000
C0679;Daniel;Nkosi;daniel.nkosi679@example.com;555-8123;2024/03/29;Platinum;7453;T01676;2025/10/27;968.13;968;;;;;
C0680;Emily;Williams;;555-8160;2024/08/05;Bronze;1371;T01677;2025/09/21;783.62;784;;;;;
C0681;Samuel;Wright;samuel.wright681@example.com;555-8197;2022/07/31;Silver;316;T01678;2025/11/04;752.64;753;;;;;
C0682;Naledi;Martinez;naledi.martinez682@example.com;;2023/12/14;Gold;6744;T01679;2025/08/02;149.6;150;R4;T-Shirt;2000;2025/10/15;2000
C0683;Olivia;Hall;olivia.hall683@example.com;555-8271;2024/10/24;Platinum;834;T01680;2025/02/02;683.25;683;;;;;
C0684;Joseph;Botha;joseph.botha684@example.com;555-8308;2025/07/22;Bronze;11306;T01680;2025/03/18;655.58;656;R3;Coffee Mug;1500;2025/10/31;1500
C0685;Lerato;Clark;lerato.clark685@example.com;555-8345;2025/02/15;Silver;1476;T01682;2025/02/18;317.66;318;;;;;
C0686;Jessica;Naidoo;jessica.naidoo686@example.com;555-8382;2023/10/30;Gold;6254;T01683;2025/02/10;362.44;362;R2;$10 Gift Voucher;1000;2025/01/25;1000
C0687;Robert;Taylor;robert.taylor687@example.com;555-8419;2025/07/26;Platinum;12799;T01684;2025/08/14;300.03;300;;;;;
C0688;Grace;Dlamini;grace.dlamini688@example.com;555-8456;2023/02/24;Bronze;14458;T01685;2025/05/07;50.46;50;;;;;
C0689;Peter;Johnson;peter.johnson689@example.com;555-8493;2024/04/15;Silver;7813;T01686;2025/05/03;373.4;373;;;;;
C0690;David;King;david.king690@example.com;555-8530;2025/05/14;Gold;12498;T01687;2025/09/13;232.13;232;;;;;
C0691;Charlotte;Brown;charlotte.brown691@example.com;555-8567;2022/06/09;Platinum;2796;T01688;2025/04/16;980.69;981;;;;;
C0692;Thabo;Walker;thabo.walker692@example.com;555-8604;2022/07/19;Bronze;3644;T01689;2025/10/11;713.82;714;R5;Free Shipping;750;2025/04/09;750
C0693;Michael;Pillay;michael.pillay693@example.com;555-8641;2022/02/11;Silver;8409;T01690;2025/01/07;266.49;266;;;;;
C0694;Sophia;Davis; sophia.davis694@example.com ;555-8678;2022/02/08;Gold;8178;T01691;2025/11/10;-341.59;342;R2;$10 Gift Voucher;1000;2025/11/07;1000
C0695;THOMAS;Mokoena;thomas.mokoena695@example.com;555-8715;2024/01/29;Platinum;13401;T01692;2025/03/06;325.84;326;R4;T-Shirt;2000;2025/05/22;2000
C0696;Aisha;Smith;aisha.smith696@example.com;555-8752;2022/12/24;Bronze;6518;T01693;2025/05/30;111.3;111;R2;$10 Gift Voucher;1000;2025/08/08;1000
C0697;Emma;Green;emma.green697@example.com;555-8789;2025/02/21;Silver;10064;T01694;2025/03/01;227.6;228;R2;$10 Gift Voucher;1000;2025/02/19;1000
C0698;William;Moore;william.moore698@example.com;555-8826;2024/06/24;Gold;2879;;2025/03/11;883.64;884;R7;Wireless Earbuds;7500;2025/11/21;7500
C0699;Nomsa;young;nomsa.young699@example.com;555-8863;2023/05/13;Platinum;13838;T01696;2025/04/19;601.3;601;R2;$10 Gift Voucher;1000;2025/03/13;1000
C0700;Sarah;Anderson;sarah.anderson700@example.com;555-8900;2025/02/16;Bronze;4615;T01697;2025/06/16;52.46;52;R4;T-Shirt;2000;2025/12/29;2000
C0701;James;Lewis;james.lewis701@example.com;555-8937;2022/11/25;Silver;3465;T01698;2025/06/15;564.91;565;;;;;
